secret,Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,4,MC,,How many letters are in the alphabet?,False,1,26,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,4,MC,,How many letters are in the alphabet?,False,1,11010,Checked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,Checked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Oscar,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,Meyer,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,Checked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,1,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,Checked,1,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,1,1,
63ca6a024f3a613e93fe30c2a60a7a00d574a33e297985ba22762d8a26dd7d84,1,8/26/2021 9:02 PM,8/26/2021 9:25 PM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,1,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,Checked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,Checked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,Checked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Oscar,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,Mayer,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,1,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,Checked,1,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,1,1,
b451d4724b557591622c8dd2d3ea75ff3f50bf9528548d8f2f82e98b1d5e75f7,1,8/26/2021 11:11 AM,8/26/2021 11:14 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,Checked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,bologna,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,bologna,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,UnChecked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,Checked,0,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,Checked,1,1,
5eecd2f7db2a46f418337789f443792ce8f8f4b5130463007bf5ba08d3f0d9f4,1,8/26/2021 11:10 AM,8/26/2021 11:12 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,1,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,Checked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,Checked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Todd,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,Howard,0,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1,
64c0b2e59cfe55744daa319e35a5e33d2c2b5aeb1c497ab8271f884ba4a76b41,1,8/26/2021 11:10 AM,8/26/2021 11:14 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1,
